Ethiopia,25 Nov 2009
European Union,20 Dec 1991 AA
Fiji,9 Dec 1994 a
Finland,20 Dec 1991 A
France,12 Feb 1992 AA
Gabon,4 Dec 2000 a
Gambia,13 Mar 1995
Georgia,12 Jul 2000 a
Germany,27 Dec 1991
Ghana,24 Jul 1992
Greece,11 May 1993
Grenada,7 Dec 1993 a
Guatemala,21 Jan 2002 a
Guinea,25 Jun 1992 a
Guinea-Bissau,12 Nov 2002 a
Guyana,23 Jul 1999 A
Haiti,29 Mar 2000 a
Holy See,5 May 2008 a
Honduras,24 Jan 2002
Hungary,9 Nov 1993 AA
Iceland,16 Jun 1993
India,19 Jun 1992 a
Indonesia,26 Jun 1992
Iran (Islamic Republic of),4 Aug 1997 A
Iraq,25 Jun 2008 a
Ireland,20 Dec 1991 A
Israel,30 Jun 1992
Italy,21 Feb 1992 AA
Jamaica,31 Mar 1993 a
Japan,4 Sep 1991 A
Jordan,12 Nov 1993
Kazakhstan,26 Jul 2001 a
Kenya,27 Sep 1994
Kiribati,9 Aug 2004 a
Kuwait,22 Jul 1994 a
Kyrgyzstan,13 May 2003
Lao People's Democratic Republic,28 Jun 2006 a
Latvia,2 Nov 1998 a
Lebanon,31 Mar 1993 a
Lesotho,15 Apr 2010 a
Liberia,15 Jan 1996 a
Libya,12 Jul 2001
Liechtenstein,24 Mar 1994
Lithuania,3 Feb 1998
Luxembourg,20 May 1992
Madagascar,16 Jan 2002 a
Malawi,8 Feb 1994 A
Malaysia,16 Jun 1993 a
Maldives,31 Jul 1991
Mali,28 Oct 1994 a
Malta,4 Feb 1994 A
Marshall Islands,11 Mar 1993 a
Mauritania,22 Jul 2005 A
Mauritius,20 Oct 1992 a
Mexico,11 Oct 1991 A
Micronesia (Federated States of),27 Nov 2001 a
Monaco,12 Mar 1993 a
Mongolia,7 Mar 1996 a
Montenegro,23 Oct 2006 d
Morocco,28 Dec 1995 a
Mozambique,9 Sep 1994 a
Myanmar,24 Nov 1993 a
Namibia,6 Nov 1997
Nauru,10 Sep 2004 a
Nepal,6 Jul 1994 a
Netherlands,20 Dec 1991 A
New Zealand,1 Oct 1990 A
Nicaragua,13 Dec 1999
Niger,11 Jan 1996 a
Nigeria,27 Sep 2001
Niue,22 Dec 2003 a
Norway,18 Nov 1991
Oman,5 Aug 1999 a
Pakistan,18 Dec 1992 a
Palau,29 May 2001 a
Panama,10 Feb 1994
Papua New Guinea,4 May 1993 a
Paraguay,3 Dec 1992 a
Peru,31 Mar 1993 a
Philippines,9 Aug 1993
Poland,2 Oct 1996 a
Portugal,24 Nov 1992
Qatar,22 Jan 1996 a
Republic of Korea,10 Dec 1992 a
Republic of Moldova,25 Jun 2001 a
Romania,27 Jan 1993 a
Russian Federation,13 Jan 1992 A
Rwanda,7 Jan 2004 a
Samoa,4 Oct 2001 A
San Marino,23 Apr 2009 a
Sao Tome and Principe,19 Nov 2001 a
Saudi Arabia,1 Mar 1993 a
Senegal,6 May 1993
Serbia,22 Mar 2005 a
Seychelles,6 Jan 1993 a
Sierra Leone,29 Aug 2001 a
Singapore,2 Mar 1993 a
Slovakia,15 Apr 1994 AA
Slovenia,8 Dec 1992 A
Solomon Islands,17 Aug 1999 a
Somalia,1 Aug 2001 a
South Africa,12 May 1992 A
South Sudan,16 Oct 2012 a
Spain,19 May 1992 A
Sri Lanka,16 Jun 1993 a
St. Kitts and Nevis,8 Jul 1998
St. Lucia,24 Aug 1999 a
St. Vincent and the Grenadines,2 Dec 1996 a
Sudan,2 Jan 2002 a
Suriname,29 Mar 2006 a
Swaziland,16 Dec 2005 a
Sweden,2 Aug 1991
Switzerland,16 Sep 1992
Syrian Arab Republic,30 Nov 1999 a
Tajikistan,7 Jan 1998 a
Thailand,25 Jun 1992
The former Yugoslav Republic of Macedonia,9 Nov 1998
Timor-Leste,16 Sep 2009 a
Togo,6 Jul 1998 A
Tonga,26 Nov 2003
Trinidad and Tobago,10 Jun 1999
Tunisia,15 Jul 1993 a
Turkey,13 Apr 1995
Turkmenistan,15 Mar 1994 a
Tuvalu,31 Aug 2000 A
Uganda,20 Jan 1994
Ukraine,6 Feb 1997
United Arab Emirates,16 Feb 2005 a
United Kingdom of Great Britain and Northern Ireland,20 Dec 1991
United Republic of Tanzania,16 Apr 1993 a
United States of America,18 Dec 1991
Uruguay,16 Nov 1993 a
Uzbekistan,10 Jun 1998 a
Vanuatu,21 Nov 1994 A
Venezuela (Bolivarian Republic of),29 Jul 1993
Viet Nam,26 Jan 1994 a
Yemen,23 Apr 2001 a
Zambia,15 Apr 1994
Zimbabwe,3 Jun 1994
